,first_name,last_name,price,above_100
0,William,Dixon,109.03727963458523,True
1,Kristen,Horn,262.52465219225206,True
2,Kimberly,Chang,187.00725827774068,True
3,Mary,Ball,283.17464763656955,True
4,Benjamin,Craig,143.8715816881791,True
5,Cathy,Werner,61.508991352851325,False
6,Brandon,Bell,48.63730910375835,False
7,Paul,Farley,12.389464788592939,False
8,Sarah,Mcdaniel,151.59544716874203,True
9,Caroline,Anderson,75.62152102993683,False
10,Carl,Jones,147.02940469082753,True
11,Scott,Lee,244.18565270607758,True
12,Kaylee,Coleman,17.864270321996845,False
13,Charles,Parker,215.53728302426862,True
14,Susan,Hess,38.359970628717974,False
15,Kiara,Collier,204.18254858412087,True
16,Scott,Martinez,165.8514289408149,True
17,Christopher,Ortega,30.301445064472407,False
18,Michael,Russell,243.17249105103508,True
19,Dwayne,Johnson,287.4932856123935,True
20,Patty,Smith,180.23442574473592,True
21,Deanna,Sherman,99.79911841562617,False
22,Douglas,Francis,161.76889080563518,True
23,Vicki,Diaz,18.649876721417435,False
24,Robin,Phillips,244.91198356198336,True
25,Travis,Rice,141.4988254107795,True
26,Ashley,Rocha,50.00303730985961,False
27,Sarah,Jacobson,80.48182457363063,False
28,Kayla,Shannon,98.91531394497848,False
29,Wang,DDS,220.62821774950515,True
30,Richard,Estrada,49.16869151205603,False
31,Joseph,Torres,150.12378419766594,True
32,Kim,Jones,18.84343770225838,False
33,Melissa,Tanner,269.18402994297986,True
34,Jackson,Cline,64.31251721074351,False
35,Sonya,Foster,296.2155012166741,True
36,Allen,Williams,15.390831703593,False
37,Thomas,Rivera,95.22843715592121,False
38,Jamie,Silva,296.82440753934657,True
39,Kathleen,Moore,92.50052419128963,False
40,Evelyn,Pineda,169.22892925664138,True
41,Kyle,Peters,106.7990952132163,True
42,Anthony,Cruz,49.101998173197686,False
43,Eric,Flores,122.95569856549317,True
44,Anna,Richardson,254.49526058922797,True
45,Gary,Harper,47.59652591777343,False
46,Linda,Johnson,115.36278154605293,True
47,Melissa,Smith,87.97994845806541,False
48,Kristen,Floyd,135.02304134412356,True
49,William,Diaz,192.14913546689587,True
50,Benjamin,Smith,134.90529389051355,True
51,David,Glenn,216.29104632060702,True
52,Dawn,Jones,271.6144998802729,True
53,Joel,Smith,14.494919799933415,False
54,Grimes,MD,268.6758682473656,True
55,Joseph,Arnold,121.7750468474434,True
56,Kyle,Long,241.6216391420153,True
57,Brittany,Day,261.54605742206627,True
58,Bobby,Ward,63.51303580081721,False
59,Thomas,Lee,254.07557711297557,True
60,Jennifer,Hansen,101.48873523428664,True
61,Lisa,Murray,176.09191738609584,True
62,Meghan,Wade,273.23034094310503,True
63,Tammie,Brooks,84.88856949195045,False
64,Maria,Bell,264.07466519472524,True
65,Allison,Livingston,130.34844264841078,True
66,Chris,Hays,17.342763790337447,False
67,Courtney,Mitchell,78.93257699026059,False
68,Shawn,White,188.02192560020146,True
69,Taylor,Gomez,225.01982371477402,True
70,Jeremy,Rodriguez,200.72482076620912,True
71,April,Garcia,66.24555967130416,False
72,Zachary,Watts,15.497387859732205,False
73,Sarah,Montoya,206.82125465342602,True
74,Jennifer,Barker,89.18615989096851,False
75,Sharon,Garza,72.3577270367147,False
76,Tiffany,Stevens,196.3793220138052,True
77,Ruben,Armstrong,93.69836737933716,False
78,Jeffrey,Spencer,271.16228201716683,True
79,Nicole,Ramsey,247.85960710449834,True
80,Anne,Roy,277.93248205609933,True
81,Lori,Sanchez,285.6616404970253,True
82,Allison,Chavez,126.85021100807128,True
83,Marcus,Adams,36.470408936676726,False
84,Mary,Smith,16.315071974183017,False
85,Joseph,Reed,178.45767424473252,True
86,Jason,Armstrong,26.045257464740853,False
87,Jeff,Armstrong,88.47561283959318,False
88,Sean,Shields,247.83952552279044,True
89,Jessica,Allison,104.7423079789625,True
90,Christian,Grant,99.11707916707049,False
91,Edward,Watson,180.35355894236386,True
92,Derrick,Cooke,142.09011596094248,True
93,Hall,MD,235.96697489958774,True
94,Sean,Patrick,139.45079943481065,True
95,Heather,Collins,127.39257340710478,True
96,Megan,Gomez,107.86244506859772,True
97,William,Hale,114.67092535958612,True
98,Olivia,Thompson,8.608441013604939,False
99,Lori,Torres,18.858274333009923,False
100,Vickie,Hernandez,214.93218067750684,True
101,Kimberly,Brown,40.31993270151361,False
102,Sherry,Meza,182.8545498809053,True
103,Phillip,Hansen,44.116117044254466,False
104,Jeanette,Knight,28.686943288269372,False
105,Kayla,Hanson,27.63036397054156,False
106,James,Johnston,284.42905543555884,True
107,John,Porter,53.72799273817649,False
108,Elizabeth,Reyes,93.6807568419092,False
109,Kristen,Henry,77.0062435699163,False
110,Claudia,Anderson,160.34015926115842,True
111,Nicholas,Webb,18.71038619331413,False
112,Allison,Cooper,206.04210681966842,True
113,Zachary,Barnes,280.7741314675942,True
114,Hill,III,265.97658083058303,True
115,Terry,Ayers,16.511638988306093,False
116,Jessica,Wilson,290.4095460874849,True
117,Daniel,Frazier,190.32919165960308,True
118,Brian,Welch,218.250508277542,True
119,Carol,Chavez,123.18344273633505,True
120,Ethan,Mcdonald,214.35031737281642,True
121,Gerald,Martinez,57.547863563924366,False
122,Eric,King,59.879264225985686,False
123,Sylvia,Walters,110.94631320914492,True
124,Jonathan,Lane,64.46710142329968,False
125,Matthew,Turner,180.2628702175462,True
126,Jeffrey,Bauer,30.51584180732109,False
127,Jessica,Shaffer,54.90193650996717,False
128,Chris,Spencer,251.37528306509915,True
129,Mary,Clarke,236.0529878684694,True
130,Timothy,Mendoza,105.98348156256873,True
131,Alicia,Hoffman,182.3436990317387,True
132,Joseph,Gardner,144.809134447454,True
133,Rachael,Rangel,297.94964055273493,True
134,Jeffrey,Harrington,194.27163383508275,True
135,Sophia,Randolph,158.54312598904266,True
136,Debbie,Freeman,275.87191674948485,True
137,Matthew,Braun,201.77496567973785,True
138,Sheri,Hudson,268.3748401506698,True
139,Mary,King,204.07857538584167,True
140,Beth,Davis,155.06806482630742,True
141,Margaret,Castillo,193.90632444973315,True
142,Tommy,Sandoval,172.28304096219406,True
143,Christopher,Hines,46.554352989801856,False
144,Richard,Wright,208.35969686386207,True
145,Michael,Brown,278.52308864414647,True
146,Nathan,Yu,134.18950975303386,True
147,Cameron,Ford,248.89213816817463,True
148,Carla,Hayes,265.3745758879461,True
149,Marissa,Matthews,136.09257765126094,True
150,Samuel,Thompson,237.1592416495993,True
151,Gary,Figueroa,168.94476842778406,True
152,Michael,West,146.88868490813215,True
153,Martin,Walton,140.34005756647483,True
154,Zachary,Lee,8.667301583326669,False
155,Christopher,Stephenson,67.01185632582161,False
156,Eric,Ortiz,117.72424575203449,True
157,Kara,Pittman,56.23964364259615,False
158,Andrew,Cowan,295.93918116436095,True
159,Moss,DDS,259.0397505024356,True
160,Sarah,Williams,92.82627713649636,False
161,Carolyn,Collins,236.24728881254813,True
162,Larry,Mooney,135.27017938989422,True
163,Laura,Livingston,294.25806990582436,True
164,Candace,Mckenzie,84.58145758338813,False
165,Candace,Wallace,124.7464542613423,True
166,Jason,White,218.43180413366082,True
167,Patricia,Reynolds,89.01176825909228,False
168,Michael,Ellison,244.47171060446053,True
169,Melissa,Robles,238.45609669548043,True
170,Heidi,Fry,109.62647170853651,True
171,James,Smith,163.95738564855034,True
172,Charles,Ruiz,48.45811846912089,False
173,Green,DDS,9.144974190597543,False
174,Stacey,Garcia,106.61920386744845,True
175,Glenda,Burke,206.36350632142344,True
176,Zachary,Alvarez,104.0523689923793,True
177,Rachel,Shaw,2.448211505515752,False
178,Carmen,Beard,269.62368497596617,True
179,Tony,Daniels,186.9035774579524,True
180,Randy,Mora,70.74105982483371,False
181,George,Aguirre,128.9497508227403,True
182,James,Miller,297.04056394395474,True
183,Jacqueline,Williams,17.306221558812595,False
184,April,Taylor,121.28989032735632,True
185,Robert,Johnson,131.62377790455037,True
186,Gary,White,280.97065059718244,True
187,Kim,Lowe,192.7758756466007,True
188,Samantha,Jones,136.34155637165566,True
189,Randy,Lozano,16.301049650545718,False
190,Arthur,Chavez,6.903795237740217,False
191,Melissa,Miller,162.60669447005415,True
192,Leslie,Mccormick,282.50210661508714,True
193,Carlos,Rubio,63.2180240393211,False
194,David,York,86.53219265932694,False
195,Gabriella,Anthony,7.6386454053409825,False
196,Olivia,Poole,117.85417195127266,True
197,Wayne,Wilson,74.67047227866091,False
198,Elizabeth,Moore,267.3988136432793,True
199,Janice,Campbell,33.45339810287007,False
200,Julie,Johnson,63.64156781774781,False
201,Misty,Cantrell,189.03920909845044,True
202,Robert,Soto,109.01383568593417,True
203,Brenda,Cowan,60.84957659066811,False
204,Kelly,Guerrero,259.5112156610179,True
205,David,Nichols,19.4852485825076,False
206,Kayla,Taylor,186.23562833792442,True
207,Antonio,Garcia,125.47721261358778,True
208,Tyler,Cisneros,186.58982946523628,True
209,Jillian,Crawford,158.81727732036828,True
210,Karl,Pierce,132.7746811247699,True
211,Joann,Taylor,276.9621962173069,True
212,Jennifer,Jenkins,59.128582081586295,False
213,Nancy,Brown,78.87073418065538,False
214,Emma,Munoz,120.84287574591565,True
215,Shawn,Galloway,141.02986218926173,True
216,Melissa,Mcguire,213.08212039609552,True
217,Bryan,Chavez,125.39615596333384,True
218,Fernando,Salazar,256.1537305026925,True
219,Megan,Moore,251.34779847880935,True
220,Robert,Williams,175.20972501819077,True
221,Dennis,Sanford,29.450432640090238,False
222,Kimberly,Herrera,154.8076505334469,True
223,Gloria,Potts,289.10493534380265,True
224,Suzanne,Barnett,8.470995351489764,False
225,Leah,Myers,44.557973904375906,False
226,Kylie,Thomas,13.453416021299347,False
227,Amanda,Murphy,50.55321552469607,False
228,Christopher,Matthews,282.3634970875721,True
229,Nicole,Parks,52.283997665936184,False
230,Bobby,Martin,205.4899694679927,True
231,Kevin,Chambers,121.17110156585184,True
232,Kimberly,Lawson,250.28807417853676,True
233,Rachel,Lopez,101.88811233293558,True
234,Christopher,Clay,219.38450883405247,True
235,Daniel,Martin,.30019335994085905,False
236,William,Taylor,66.55747013586088,False
237,Steven,Johnson,111.29328197700804,True
238,Daniel,Miller,80.5775678926165,False
239,Taylor,Bryant,187.63154082557503,True
240,Lauren,Jones,194.79263119102959,True
241,Lindsey,Robertson,22.737646859159213,False
242,Allison,Thomas,168.33349750521316,True
243,Vernon,Bishop,216.1870445736053,True
244,Susan,Parsons,132.91852598876127,True
245,Brady,Snyder,210.39608628043945,True
246,Brent,Mcgrath,174.69835667191742,True
247,Peter,Smith,278.6080180649334,True
248,Deborah,Fox,248.12282335223,True
249,Heather,Collins,147.42740743180875,True
250,Phillip,Meyers,102.79774717187095,True
251,Nicholas,Hubbard,275.40083640481305,True
252,Misty,Ramirez,62.31681444320775,False
253,Scott,Johnson,85.87388958460392,False
254,Jay,Nixon,253.4674787231029,True
255,Tony,Hall,61.197165218284425,False
256,Taylor,Smith,41.49264584158212,False
257,Mark,Reynolds,70.49794435636787,False
258,Marilyn,Christensen,155.48545325374747,True
259,Denise,Atkins,185.45160104146026,True
260,Melissa,Gonzales,228.0025996700991,True
261,Henry,Hoffman,229.66288757903408,True
262,Daisy,Davenport,59.527535181546405,False
263,Christopher,Paul,122.71316985988042,True
264,Kevin,Craig,148.20105162583087,True
265,Natalie,Coleman,122.14404521392821,True
266,Jeremy,Strickland,130.84356621069006,True
267,Gary,Bonilla,162.61525338967425,True
268,Amanda,Richards,236.59571642368752,True
269,Heidi,Perez,245.1757227990263,True
270,Robert,Johnson,174.69223455356223,True
271,Gary,Mills,183.83632122355647,True
272,Chelsea,Caldwell,16.12083718443007,False
273,John,Frye,223.2774175401916,True
274,Michael,Strong,220.4122321530476,True
275,Christopher,Delgado,85.7827975219131,False
276,Whitney,Wallace,253.45561825480598,True
277,Rebecca,Martinez,59.68320226018208,False
278,Marissa,Mccoy,116.96346526147707,True
279,Ricky,Kerr,38.99584409323927,False
280,Anna,Campbell,249.9213404326384,True
281,Marie,Walters,73.38808728545419,False
282,Robert,Martin,38.22288302142398,False
283,Marc,Davis,162.28026194930808,True
284,James,Dixon,159.37943283852357,True
285,Vicki,Ramirez,186.16024273670712,True
286,Krista,Campbell,161.2338436440011,True
287,Lauren,Patterson,170.2123273334216,True
288,Megan,Clark,290.2581555729941,True
289,Judy,Zimmerman,219.58882554041398,True
290,Williams,MD,210.78418587544644,True
291,Lori,Acevedo,210.66028991914436,True
292,William,Taylor,275.6331762919653,True
293,Dawn,Snyder,248.98404166326145,True
294,Jennifer,Simmons,80.68353707250292,False
295,Alyssa,Nunez,163.80090017535008,True
296,Robert,Black,63.928004824648646,False
297,Julia,Young,239.23966830924962,True
298,Melinda,Barnes,227.25063517083808,True
299,Brett,Armstrong,154.13418355563863,True
300,Erik,Stevenson,246.0040721964782,True
301,Daniel,George,34.80089307788611,False
302,Lindsey,Jones,197.70203950528594,True
303,Virginia,Lopez,227.42559145706585,True
304,Andrew,Brown,92.88318048748691,False
305,Donna,Lowery,264.83260935725133,True
306,Alexis,Andrade,6.313985182948612,False
307,Alyssa,Pierce,47.74032516054749,False
308,Tara,Johnson,38.26768696182315,False
309,Michael,Brady,162.05943217458181,True
310,James,Rhodes,51.92414008935029,False
311,Pamela,Scott,42.433333922056505,False
312,Martin,Ward,170.94982482253798,True
313,Kristina,Hernandez,107.69157184330523,True
314,Robert,Bush,87.1800419106335,False
315,Rebecca,Larson,214.3895724880069,True
316,Brittany,Watson,190.5200180237414,True
317,Ryan,Ramirez,249.7287912514065,True
318,Edward,Burns,87.64996993182648,False
319,John,Prince,31.738420344070374,False
320,Ashley,Boyer,107.66259919776722,True
321,James,Dean,61.695454203113286,False
322,Natalie,Gordon,268.2800093904237,True
323,Ryan,Smith,136.20781301562315,True
324,Stephen,Thompson,54.296397135686725,False
325,William,Delgado,96.25442517413536,False
326,Brian,Johnson,124.92920800129251,True
327,James,Patel,216.60564294988416,True
328,Allen,Rogers,145.43424673621442,True
329,Aimee,Reyes,277.6656815323848,True
330,Susan,Williams,255.2153532198499,True
331,Edward,Griffin,108.6205221556892,True
332,Debra,Baker,296.5003089408694,True
333,Yvette,Kramer,279.93711740258726,True
334,Williams,DVM,270.89722410924776,True
335,John,Cunningham,173.02428331069592,True
336,Dana,Gilbert,86.51917139139056,False
337,Stephen,Henry,146.15155779396392,True
338,Bradley,James,137.9824935007853,True
339,Melinda,Peters,16.830030435585858,False
340,Robert,Goodman,213.542398367175,True
341,Leslie,Moore,195.96307990880481,True
342,Sarah,Gray,270.794728795214,True
343,Amy,Haynes,258.5062772657286,True
344,Gary,Dean,184.42515197173316,True
345,Jonathan,Duran,224.53614166006957,True
346,Elizabeth,Ruiz,124.66944953610624,True
347,Caitlin,Lewis,196.35989586878728,True
348,Micheal,Blackburn,10.44317525383308,False
349,Sheryl,Mccarthy,159.95197311799956,True
350,Lisa,Smith,150.91226788427025,True
351,Jared,Juarez,247.5606457184945,True
352,Brett,Castro,217.3328584696009,True
353,Jessica,Murray,175.30221837335125,True
354,Austin,Coffey,16.259139624906208,False
355,Shelly,Jacobs,3.856762052262908,False
356,Elizabeth,Logan,298.7423280960961,True
357,Cody,Anderson,128.08149674209776,True
358,Kayla,Wood,256.0528759915511,True
359,Singh,DDS,157.96361688869047,True
360,James,Mays,245.2433071605521,True
361,Thomas,Moore,244.59149818432581,True
362,Linda,Pacheco,299.60400695104124,True
363,Jenny,Clark,66.323118079241,False
364,Patrick,Guzman,223.49659809806417,True
365,Scott,Peters,229.48733097035625,True
366,John,Stevenson,23.099272291969648,False
367,Kristina,Brooks,154.68058259535485,True
368,Nancy,Aguilar,63.38787526628624,False
369,Robert,Brown,132.73295362216254,True
370,Jessica,Williams,255.95815772602117,True
371,David,Brown,290.59448058900983,True
372,Dorothy,Munoz,242.56453996893262,True
373,Jason,Lawson,76.09246622090241,False
374,James,Hall,167.96983139949685,True
375,Patricia,Carpenter,46.081471226854134,False
376,Jeff,Cardenas,64.36052626619745,False
377,Michelle,Johnson,19.189450361745703,False
378,Frank,Madden,17.34021423630535,False
379,George,Tanner,291.42926528925824,True
380,Dylan,Johnson,40.653285809712465,False
381,Pamela,King,282.4817646766954,True
382,Jesse,Frazier,95.66568524752321,False
383,Edward,Russell,103.22359133510466,True
384,Diana,Mcdonald,183.09643604917144,True
385,Randy,Dawson,192.1441513938406,True
386,Jasmine,Williams,286.16923356548403,True
387,Robert,Smith,124.21900702404787,True
388,Sara,Young,183.9944858377276,True
389,Samantha,Gonzalez,205.5899257425711,True
390,Christina,Torres,286.2681618777825,True
391,Maria,Bailey,141.90762943777943,True
392,Charles,Bartlett,94.22658656561113,False
393,Natalie,Parker,238.0161588972616,True
394,Hernandez,DDS,48.883816775393846,False
395,Jessica,Jenkins,14.947778964788506,False
396,Drew,Henson,223.07613087091502,True
397,Michael,Davis,17.980908989224538,False
398,Ian,Ramos,23.684656479342635,False
399,Anna,Wright,235.5824596008408,True
400,Ashley,Anderson,74.40865878276213,False
401,Jennifer,Wright,298.1278772531823,True
402,Nicole,Lopez,67.72888615683607,False
403,Tara,Ellis,21.927614346193682,False
404,Hannah,Elliott,42.350030610505904,False
405,Gavin,Rodriguez,116.36642424082113,True
406,Johnny,Jackson,291.59689013886367,True
407,Martin,Garrett,147.06705563281525,True
408,Terri,Hayes,167.3609672632571,True
409,Adam,Huang,260.84093566443414,True
410,Carolyn,Garner,104.41065354970587,True
411,Lisa,Lee,130.22025105836542,True
412,Rodney,Escobar,8.711600244270834,False
413,Michael,Johnson,144.54500628387981,True
414,Carter,DVM,55.948228582619045,False
415,John,Dunn,81.54369829884075,False
416,Terry,Pierce,297.8661824269755,True
417,David,Buck,258.79109040656874,True
418,Jennifer,Newman,149.3096362559838,True
419,Cynthia,Lee,246.59341963671147,True
420,Sylvia,Clark,299.52523513204085,True
421,Joseph,Taylor,86.08285036113182,False
422,Kathleen,Barton,37.421808702905686,False
423,Harris,Jr.,52.863409788803615,False
424,Eric,Benson,172.1967218140958,True
425,Curtis,Butler,44.51322087159383,False
426,Brittany,Le,51.04878874984286,False
427,Jeremiah,Sims,101.16179403008928,True
428,David,Davis,290.4227547320138,True
429,Tiffany,Bond,181.48954787847828,True
430,Patricia,Chen,61.60059464895199,False
431,William,Crawford,181.76037492528042,True
432,Christina,Roberts,29.28680091733447,False
433,Jerome,Scott,232.14413357176463,True
434,Jeffery,Walker,272.08402755869633,True
435,Todd,Alvarez,212.17336316636133,True
436,John,Henry,223.9911857613067,True
437,James,Miles,156.36757784621398,True
438,Michael,Downs,31.19720611005966,False
439,Kayla,Wheeler,6.095911004942511,False
440,Charles,Martin,161.27522870857268,True
